Segment,Balance,logBalance,NumProducts,DigitalUsage,Tenure,FeeIncrease,Complaints,Delinquency_30d,CreditUtilization,InterestRateDiff,Churn
HighValue,5532.031273358959,8.618491095034488,2,0,56,0,0,0,0.37011635208702126,0.141105126232404,1
HighValue,5079.054535894065,8.533077275927122,4,1,69,1,0,0,0.8626546367458646,0.4553767935641875,1
MidValue,5748.796037343735,8.656919661395952,3,0,23,0,0,0,0.15642139043095424,0.7647482582523946,0
HighValue,5163.759568229537,8.549613830272673,2,1,107,0,1,0,0.23889253868554944,0.3346475989531925,1
MidValue,5418.951924528197,8.597842224381106,3,0,56,0,0,1,0.40647731707588314,0.5974434692883559,0
LowValue,3213.5414334500006,8.075439993046036,3,1,84,0,0,0,0.130978751448509,0.21461555226969536,0
MidValue,6225.703288717354,8.736602304583084,1,0,5,1,0,0,0.5333585936787179,0.1738726841778228,1
HighValue,5820.08808034551,8.66924247863733,2,0,62,1,1,0,0.3018961821581448,0.633426419938273,0
MidValue,5949.210977174142,8.691181956259639,4,1,11,0,0,0,0.2532664476999952,0.8382265068558533,0
MidValue,5986.149155907434,8.697370643911736,4,1,105,0,0,0,0.10325017838786137,0.9698931658675993,0
HighValue,4974.982904344976,8.512378198791124,1,1,10,0,0,0,0.04948610708669781,0.3991626951392913,0
MidValue,4581.285036267127,8.429953068906446,2,1,106,0,0,0,0.12153296513958396,0.6538630534128825,0
HighValue,276.5830956844193,5.626120332269927,1,0,103,0,0,0,0.2519408587327403,0.7218827491612285,0
HighValue,5225.32791518337,8.561464190989852,2,0,98,0,0,0,0.48701006329033136,0.0,0
MidValue,560.0635352057398,6.329834152596171,2,0,119,0,0,0,0.3648694204991895,0.6189494900097292,0
MidValue,5564.665320153336,8.624371810948736,4,0,4,0,0,0,0.26363117404519953,0.42281350694469105,0
MidValue,6087.48925893243,8.714155260788887,3,1,33,0,0,0,0.605570258661207,0.3821963181537775,0
HighValue,6025.337179254104,8.703894672199569,2,1,65,0,0,0,0.06639505333123191,0.15534270719932103,0
MidValue,4723.92870641717,8.46060775122505,2,0,17,0,0,0,0.12352531543523049,0.32260333830480814,0
HighValue,6294.159296027633,8.747536251325494,2,0,74,1,1,0,0.5179595226558165,0.21856683577818226,0
HighValue,7054.4515933106095,8.861555872629635,3,1,32,0,0,0,0.2658316351140427,0.6472512046299914,0
HighValue,4636.77545667885,8.441990102818318,1,1,67,0,1,0,0.19181314106012706,0.38894774190374737,0
MidValue,4845.902390870957,8.48609509759246,3,1,56,0,0,0,0.3660862914992484,0.8196433909435294,0
HighValue,6921.539635693636,8.842537980661609,4,0,74,0,0,0,0.5016987891006279,1.0520288787347147,1
HighValue,5305.743910385168,8.576733726601432,2,1,35,0,0,0,0.38730880330294787,0.646590683380662,0
MidValue,8572.15236490539,9.056390781168135,4,0,59,1,0,0,0.48956516038930054,1.1367050633010352,0
MidValue,4636.580842238825,8.441948139052446,3,0,49,0,0,0,0.23178610641871472,0.3945697778266545,0
HighValue,5544.718492836811,8.620781466293307,2,1,49,0,0,0,0.4597234982981894,0.7993969768273947,0
HighValue,3707.3304445172184,8.218337039359435,3,0,38,0,0,0,0.3647012745058878,0.5839745062372321,0
HighValue,5446.334368471439,8.602881661303101,2,1,18,0,0,0,0.2578475293562659,0.6675624433898636,1
HighValue,4302.935165874089,8.367285038037197,2,1,31,1,0,0,0.1836480679597877,0.47171613814547725,0
LowValue,2575.2420453184614,7.85408704450207,2,1,75,0,0,0,0.40460783576069254,0.11517074429183499,1
HighValue,2129.0611801707228,7.663905981375818,2,0,68,0,1,0,0.2355803711328306,1.3659708760768865,1
MidValue,5576.822283248969,8.626553707380308,1,1,59,1,0,0,0.09298151078920563,0.36855613471144816,0
MidValue,3754.025821319864,8.230850440691201,2,0,100,0,0,0,0.6108577931031692,0.5105900417089467,0
LowValue,4836.2527149511025,8.484102217675089,2,0,71,0,1,0,0.31851087582394166,1.1032048727038088,1
HighValue,4896.149879539269,8.496408657633639,3,0,72,0,0,0,0.27084960042917866,0.0,0
LowValue,4346.1678881641965,8.37727985185887,1,1,59,0,2,0,0.4532177676696042,0.9268913892977957,1
MidValue,7537.2899394924025,8.927750636803529,3,0,54,1,0,0,0.2419526437857091,0.7537271332799972,0
LowValue,4655.853454650272,8.446095274729101,3,1,2,0,0,0,0.07609110715361124,0.9689909408090391,0
LowValue,4122.475650512351,8.324451691202587,1,1,53,0,0,1,0.09198555250654235,0.6161241128137482,1
LowValue,3513.509655851206,8.164655294044596,4,1,107,0,0,0,0.45761126059544166,0.4862972232530657,0
MidValue,6259.654779405912,8.74204005597341,3,1,15,0,0,0,0.08323235516508017,0.4651282403151407,0
MidValue,4372.764044021876,8.383379254656308,2,1,101,1,0,0,0.21390166606949051,0.11648084782660179,0
MidValue,6845.915965717013,8.831553605892106,3,1,99,0,0,1,0.08629065097682953,0.23746197490531834,0
LowValue,5794.290991969958,8.664800968830663,4,1,96,1,0,0,0.3733372283918975,0.04220593162648706,0
MidValue,4280.612062796417,8.362084867847047,2,1,15,1,1,0,0.12783564615179854,0.5698696027031062,0
LowValue,5659.609220349369,8.641286801509008,4,1,66,0,0,0,0.3644924987761142,0.7382425267837496,0
MidValue,5821.382774858273,8.669464868427143,1,0,48,0,0,1,0.6917025509936737,0.8681905890473702,1
HighValue,3757.5045108094027,8.231776420778944,2,0,1,0,0,0,0.3317952749034714,0.0,0
MidValue,5370.047395826463,8.588778214261696,2,1,107,0,0,0,0.13456807084528583,1.1048449865760337,0
MidValue,5539.93956895615,8.61991936264584,3,0,41,0,0,0,0.417841904974201,0.4939957962959252,0
MidValue,5134.472020472291,8.54392704033326,3,1,25,0,0,0,0.2958223058867679,0.5981571753867069,0
MidValue,5932.019981731248,8.688288634149693,3,1,111,0,2,0,0.3013944472306825,0.24710310937309254,0
HighValue,4804.22429347492,8.47745899949808,3,1,24,0,1,0,0.16431313423688818,0.7253758583073544,0
HighValue,7391.856533211299,8.908269479608126,1,1,70,1,0,0,0.39137611807230366,0.47041539150288414,1
MidValue,8839.243907696447,9.08706974661943,4,1,99,0,1,0,0.45832399775438426,0.0010782273753321414,0
MidValue,4414.492887596444,8.392874746126548,1,0,30,0,0,0,0.04048870383276181,0.3970453222097013,0
LowValue,2156.445308183943,7.67668007301122,1,1,93,0,0,0,0.23254352191360345,0.43359080552272483,0
HighValue,5598.913601224009,8.630506448251367,2,1,17,0,0,0,0.30754379066774523,1.1329330369099244,0
LowValue,5708.840900609082,8.64994643897099,1,1,100,0,1,0,0.3047614634558952,0.5191904129555189,0
HighValue,5261.938503663325,8.568444800631005,4,0,77,1,1,0,0.36798050795878817,0.4605712789891535,0
MidValue,3145.6304735097583,8.054087468342711,2,1,103,0,1,1,0.2218221057311603,0.1195279535916593,0
MidValue,5588.625694364756,8.628667604044042,2,0,24,0,1,0,0.1307993046099753,0.7729898792217791,0
HighValue,6313.410268401456,8.750589644580863,1,1,44,0,1,0,0.29258552610790267,0.5491568316488419,0
HighValue,3794.8703587414234,8.241669007076398,4,0,13,1,0,0,0.35331009611321024,0.15613118631275447,0
HighValue,7787.905094004669,8.96045557622698,2,0,99,0,0,0,0.6124991847589052,0.8143529363183598,1
MidValue,3786.903461700516,8.239567968685678,1,1,96,0,1,0,0.3131039294578064,0.2368479062780579,0
MidValue,6210.789708867096,8.734204331291691,2,1,53,0,1,0,0.06004980813898829,0.4616373977133115,0
MidValue,4830.673921985575,8.482948254304782,3,0,68,0,0,0,0.2326226066955415,0.5239248943643071,1
HighValue,2861.387507724729,7.959411348478836,4,0,90,0,0,0,0.1878810398386776,0.5087904705154601,0
MidValue,5048.3303315245,8.527010905857328,4,0,117,0,0,0,0.19259169871841234,0.7359540790810768,0
LowValue,4875.549999393966,8.49219328149064,1,0,18,0,0,0,0.26049684515422356,0.6583237178757011,1
MidValue,9040.54696978835,9.1095855637226,2,1,42,1,1,0,0.10230854921456341,0.6803156289454616,0
HighValue,6691.629302765148,8.808762095755519,1,1,45,0,0,0,0.2048585585557897,0.6294904198461286,1
MidValue,7928.66044314767,8.978365494436924,3,1,41,0,0,0,0.09623652841760502,0.751043322214437,0
HighValue,7321.944522000844,8.898767783175598,4,0,62,0,0,0,0.3624472833238108,0.030559806412540413,0
MidValue,5139.81908961661,8.544967701709938,3,1,1,0,0,0,0.23546889966756307,0.0,0
MidValue,4144.13795050842,8.329691348199768,1,1,115,0,0,0,0.3715158775207465,0.3240619284842612,0
HighValue,7787.8599170635225,8.960449776044333,2,1,102,0,0,0,0.04026573188944703,0.5435439751633728,0
LowValue,3413.2103877534882,8.135701526456666,2,0,19,0,0,0,0.5767335813557971,1.100705697334618,0
HighValue,5134.75638597662,8.543982411607884,2,1,102,0,1,0,0.12832238371738316,0.8053982205955353,0
MidValue,4186.488812854361,8.339856504572586,1,0,89,0,0,1,0.40401877134809605,0.4669668829372433,0
MidValue,6133.478870038001,8.721680409778,3,1,88,0,2,0,0.23787708752416956,0.6884858327515486,0
MidValue,8066.127513565796,8.995552751625707,3,1,71,0,1,0,0.1420727317745712,0.6295569957493669,1
HighValue,4759.189939499127,8.468042849685471,2,1,87,0,0,0,0.14325168840021485,0.5942064767375183,0
MidValue,3519.5053881557496,8.16635983446668,3,1,103,1,3,0,0.35544441708502156,0.4603787605950752,1
LowValue,6644.808252745161,8.801741596970365,4,1,34,0,1,0,0.25877246183698904,0.5622177235601615,0
MidValue,2704.8458264209203,7.903169832392505,2,1,80,0,0,1,0.36335661330194036,1.1052163865125588,0
HighValue,5595.428169487577,8.629883846347925,4,1,70,1,0,0,0.10736014539451416,0.6694698832389192,1
HighValue,4162.803209517621,8.334184168655925,2,1,51,0,0,0,0.3328823188775883,1.3157467428184608,0
HighValue,5847.24975560436,8.673897708384342,2,0,33,0,0,0,0.21285425050151527,0.0423035984971426,0
MidValue,5741.560823197362,8.655660526269871,3,0,1,0,0,0,0.3222570820676325,0.46749700781116993,1
HighValue,3571.070558830009,8.180900695113168,2,1,48,0,0,1,0.1395800984436721,0.42966702284008007,0
HighValue,7897.8206471766725,8.974468742143463,2,1,116,0,1,0,0.13381847711652645,0.9207186187448109,0
LowValue,7172.4975247486145,8.878148614483477,2,1,46,0,0,0,0.2174401610348146,0.5726099855740431,0
HighValue,3727.233993320895,8.223689940284489,3,1,118,1,0,1,0.31211257695052497,0.21411082770897905,0
MidValue,3378.7534713439836,8.125558048344804,1,1,17,0,1,0,0.190477854782514,0.35842358575015987,0
LowValue,4469.766010819434,8.405315039999653,4,1,77,0,1,0,0.07123327289770386,1.1058048801009295,0
MidValue,3105.4232393094653,8.041227259496049,4,1,53,0,0,0,0.6014876656508417,0.5047369461265805,0
LowValue,3469.1193291306163,8.151944261148072,3,1,46,0,0,0,0.01990398068571505,0.007475172561781318,0
MidValue,6647.820505577856,8.802194750336133,4,1,52,0,0,0,0.24885539015856165,0.8853403896997971,0
HighValue,5117.700239150375,8.540655826264823,1,1,32,0,0,0,0.2602708138238569,0.8270672910585428,0
MidValue,6199.167168283182,8.732331533296017,4,1,99,1,0,0,0.15537339638196634,0.2708944659016344,0
HighValue,8294.363485163793,9.023452021455178,2,1,48,0,0,0,0.572690524445312,1.0531565658189517,0
HighValue,4896.156185381117,8.496409945288283,1,0,95,0,0,0,0.08631741881802453,0.6827451773329097,0
MidValue,4259.568418793368,8.357157862003842,2,0,69,0,0,0,0.364254690642139,0.5683656345750294,1
MidValue,5017.67412257951,8.52092105879214,3,1,43,0,1,0,0.16229158114882772,0.1788186815274453,0
MidValue,6620.111420053065,8.798018523064941,1,1,88,1,0,0,0.17208335736995384,0.21161244059464707,0
MidValue,5418.767481763455,8.597808193469815,1,1,93,0,0,0,0.2844469010556177,0.4476456858438928,0
MidValue,2284.4032546650824,7.7342977668233885,1,0,49,0,0,0,0.40199554707235524,0.4384140309655795,0
MidValue,4054.1879824717535,8.307752323667794,4,0,13,0,0,0,0.23816784670662666,1.151456769486811,0
MidValue,2865.046827915883,7.960688947373924,4,1,9,0,0,0,0.2289581559075592,0.2968863449118063,0
MidValue,3469.9767414460302,8.152191315017102,1,1,106,0,0,0,0.46826946190578067,0.7281529803228147,0
MidValue,2756.665307666046,7.9221396977137974,4,1,84,0,0,0,0.0679580641248192,0.26050683313720124,0
MidValue,5826.192253937114,8.670290560238254,1,0,5,0,0,0,0.13147395298764558,0.4321450447860241,0
LowValue,6290.405727173055,8.746939810762253,1,1,113,0,0,0,0.3345311183551935,0.45153524565344283,0
HighValue,4819.155503730168,8.480561468708915,4,0,117,0,0,1,0.21052688465578012,0.4339942355996891,0
MidValue,3463.8205597386213,8.150416123771816,1,1,34,0,0,0,0.3180544519637782,0.40320838714482965,0
MidValue,5228.919781408316,8.562151218778492,2,0,49,1,0,0,0.13239528176017537,0.46557007708559084,0
LowValue,5074.224014922957,8.532125943807328,4,1,11,0,1,0,0.15138279370194446,0.7851348680376565,0
HighValue,3620.418271966149,8.194621015926955,1,1,116,1,0,0,0.22215918980636298,0.5154266383947389,0
LowValue,3784.010866931145,8.23880403691925,3,0,29,0,0,0,0.5682672412282678,0.18039462613200546,0
MidValue,4859.401419958907,8.488876310182983,4,1,6,0,0,0,0.3937013667910701,0.14570413937090765,0
MidValue,4633.425206158041,8.441267458693492,1,1,11,0,0,0,0.15932534209346974,0.19027871356464865,0
MidValue,4126.744990994988,8.325486529815958,2,0,28,0,0,0,0.07871923698883783,0.7892298315226098,0
HighValue,5023.354024912532,8.522052172407514,4,1,29,0,0,0,0.42449418749218804,0.689705729717783,0
HighValue,5159.951814866639,8.548876301710381,2,1,116,1,0,0,0.1743050893454809,0.12677596070937058,0
LowValue,5989.216107538079,8.6978827685118,3,1,2,1,1,0,0.0031902650745244906,0.4711015234197897,0
MidValue,6759.855369361783,8.818904694961525,4,0,29,0,0,0,0.6921452182875762,0.34555643402858904,0
MidValue,4499.006137905303,8.411834039736437,1,0,79,0,0,0,0.07873317634671845,0.20694967269540876,1
MidValue,5665.46316411195,8.642320421509845,1,1,72,0,0,0,0.47962183481517606,0.547880791497453,1
LowValue,6087.7044270295055,8.714190600310069,1,1,79,1,2,0,0.06770221083425895,0.5561145821133302,1
HighValue,2454.893492951526,7.806245922264616,4,1,4,1,0,0,0.19286648280147048,0.3359072523760843,1
MidValue,5036.685383063962,8.524702006186043,1,1,24,0,0,0,0.4431425229065729,0.3365402346960791,0
HighValue,4548.878065492546,8.422855712793055,3,1,83,1,0,1,0.26475680540446295,0.28035427950633895,0
LowValue,5426.616344702141,8.59925533767233,1,0,22,0,0,0,0.2911657356115643,0.0,0
MidValue,8033.775870257616,8.991534383601806,2,1,69,1,0,0,0.0758497763805374,0.07511962033241609,0
HighValue,4631.375738712114,8.440825133992327,3,1,65,0,1,0,0.25731506066078497,0.6359834929837067,1
HighValue,6187.638726543583,8.73047042655739,3,0,95,0,0,0,0.3223590791794701,0.08636266727210912,0
MidValue,6514.562716300108,8.781948858246578,4,1,8,0,2,0,0.08067447854666174,0.6960835983094696,0
MidValue,5870.193541091437,8.677813221130002,3,0,101,0,2,1,0.24276897885042142,0.35617906896080775,1
MidValue,5884.937018288199,8.680321228479324,2,0,42,0,0,0,0.08534650689919925,0.5553640969147066,0
MidValue,3332.1563259621776,8.111674979686754,1,0,51,0,0,0,0.06670677641063409,1.0097187890628894,0
MidValue,4847.087618618459,8.486339600733205,2,1,44,0,1,0,0.03131555454175019,0.5625078714559627,0
MidValue,5082.616242257349,8.53377814603337,3,1,63,0,0,0,0.28556990470979515,0.5256738918564047,1
HighValue,4789.299528147042,8.474348220422161,4,1,22,0,0,0,0.3744774545349154,0.2706106466566213,0
HighValue,3974.992726674265,8.288029738467515,3,0,76,0,0,0,0.2087522038507383,0.0,0
LowValue,6010.089785741691,8.701361339833563,1,1,4,0,0,0,0.36697995884966017,0.17809055096758086,1
LowValue,4981.436495953086,8.51367430658738,1,1,73,0,0,0,0.06771507841133624,0.3822734179383542,0
LowValue,2997.449198812131,8.005850500264653,2,0,19,0,0,0,0.3260055610762857,0.8622232703257522,0
LowValue,4111.018461685841,8.321669296834514,2,1,74,0,0,0,0.3737836321072888,0.6013741951592355,0
MidValue,2859.9522455007454,7.958909801369646,4,0,72,0,1,1,0.6258508218856654,0.36722168707746417,1
MidValue,2826.960224068095,7.94731096187798,4,1,11,0,0,0,0.311394403814407,0.07977048258273783,0
LowValue,6059.211235568703,8.709499935810427,2,1,33,0,0,0,0.5335139775657349,0.40093074586215116,0
MidValue,5711.448488524003,8.65040301783559,2,1,37,0,1,0,0.19076425324864874,0.4884846524715355,0
MidValue,7457.831371799498,8.917154028352718,3,0,6,0,0,0,0.6089751572196005,0.4820718443412868,0
MidValue,3157.5077377624966,8.057854960157663,3,1,74,0,0,0,0.1969198383072129,0.18881305277689026,0
MidValue,5806.768954337583,8.666951775124105,4,1,84,0,1,0,0.42729192046190817,0.985407245814971,0
MidValue,5772.690999041546,8.661066842864553,4,0,75,1,0,0,0.245205067213819,0.0,0
HighValue,5867.22204162079,8.677306977950659,2,0,95,0,1,0,0.1446210428638557,0.5004120578203972,0
MidValue,6053.299707107487,8.708523993990177,2,1,48,0,0,0,0.18890403507095682,0.2857857431915807,0
MidValue,5860.852514491555,8.676220961365718,4,0,89,0,0,0,0.4446715717496403,0.21266477778454246,0
LowValue,5099.434071001737,8.537080927051724,4,1,38,0,0,0,0.4754400092690269,0.11492495247521706,0
HighValue,3884.842746674091,8.265095162488144,4,0,72,0,1,0,0.17685290309255491,0.7633728162411796,0
HighValue,6534.909496542492,8.785066789525747,4,1,94,0,1,0,0.4011279094870862,0.38072382266464455,0
HighValue,1260.2493081923926,7.139858023158168,1,0,65,0,1,0,0.34906382069444725,0.7569640824511026,0
LowValue,3519.9006775470307,8.16647211016503,2,0,86,0,0,0,0.065714240016206,0.0,0
HighValue,5158.456519090535,8.548586527170814,1,0,44,0,0,0,0.3904080025463951,0.6194943060918716,1
HighValue,3459.5588999511706,8.149185386784712,1,1,12,0,0,0,0.38194055812477096,0.5806934958421455,0
MidValue,5399.496384017762,8.59424615129396,1,1,75,0,0,0,0.3198100314823763,0.8538090642365297,0
HighValue,3595.3975505222725,8.187687943018814,4,0,29,0,1,1,0.22327291795908583,0.24145187223378572,1
MidValue,7105.60479657434,8.86877988365084,3,0,46,0,0,1,0.23202786787859286,0.41785410918371285,0
MidValue,4177.898896253946,8.337803068868329,3,0,102,0,1,0,0.22881505539729435,0.6741742003038657,0
HighValue,3792.402656152684,8.241018693753668,2,1,11,0,1,0,0.4610258658806005,0.24360097647005097,0
MidValue,4421.284894542173,8.394411785968538,4,1,14,0,1,0,0.06273067204761931,0.2750595261745914,0
MidValue,5577.559046567214,8.62668578664464,3,1,69,0,0,0,0.33219836706726835,0.6381500060256378,1
MidValue,4011.1202982066525,8.297075133230166,4,0,77,0,0,0,0.17645430471577908,0.386341994876933,0
LowValue,3164.1064413718977,8.059941964777988,3,1,89,1,0,0,0.28627558495602956,0.29742499452504834,0
MidValue,4396.555427813595,8.388804080924228,1,1,70,0,1,1,0.4414653476639843,0.4218229493861174,0
HighValue,3255.441859836657,8.088390424253198,3,0,13,1,0,0,0.1473031003928852,0.6330239756841579,1
MidValue,4589.36850472505,8.431715584085806,4,1,14,1,0,0,0.36633465181426517,0.3204851778331945,0
LowValue,4632.521613165635,8.441072465560085,1,0,36,0,0,1,0.37800563000417065,0.9358042349670451,0
HighValue,3913.832703347098,8.272527875288892,2,0,67,0,0,0,0.12041904442741412,0.33851131321647276,0
MidValue,5915.590997331138,8.685515716970201,2,0,57,1,0,0,0.20651214780343125,0.32424767497178475,0
MidValue,6502.047491394149,8.780026190840202,2,1,14,0,1,0,0.2256229239487899,0.3922151872735793,0
HighValue,2215.6801427342707,7.703765924392305,2,0,28,0,0,1,0.23048491499368814,0.47303706992567796,1
HighValue,7718.640015664194,8.951523011836294,1,1,36,0,0,0,0.2851707843569257,0.5825608357861267,0
MidValue,5098.521676827523,8.53690202545662,2,1,1,0,0,0,0.056146897943001935,0.5269471745376079,0
HighValue,5391.155873163064,8.59270056040188,1,0,11,0,0,0,0.4670808627428212,0.24426972498977467,0
HighValue,2920.73368396894,7.9799324464625805,1,1,110,0,0,0,0.6138085027139732,0.8624104687086,0
MidValue,1861.6368678203507,7.529748433631785,2,1,24,0,0,1,0.09239032122339616,0.5321452593305919,0
LowValue,7725.286387212156,8.952383610519055,2,1,14,0,1,0,0.19952050645931776,0.6650006790835994,0
LowValue,5352.5613907702,8.58551729894085,4,0,88,1,0,1,0.6120074107337597,0.1750925800438337,1
HighValue,6810.567901335673,8.826377607788254,3,1,112,0,0,0,0.25688559637517366,0.26594434702642167,0
HighValue,5965.412316151302,8.69390107367412,4,1,48,0,0,0,0.45108149445793694,0.7803939972784503,0
MidValue,3274.997189581326,8.094377587091435,4,1,27,0,0,0,0.44600103177020567,0.34755438775880787,0
MidValue,4817.7375084105,8.480267245019927,3,0,90,0,0,0,0.6977965571854504,0.3690775094024228,0
HighValue,5093.557935762871,8.535928177567337,3,0,33,1,0,0,0.07802996145443189,1.2823388123948178,1
MidValue,4998.965937813047,8.517186378955643,1,0,54,0,0,0,0.3292766732601047,0.4254698234020753,0
HighValue,4813.549582543171,8.47939777521349,2,1,22,0,0,1,0.191667011319587,0.4747555888896479,1
MidValue,6085.20837573475,8.713780568407556,1,0,89,0,0,0,0.16936514934489338,0.44694852252515443,0
HighValue,3676.1867910493183,8.209903279861239,2,1,22,0,1,1,0.2247580178502295,0.5258832616275093,0
HighValue,3468.5512330236656,8.151780536918476,3,1,85,0,0,0,0.23531232470578375,0.5042465551420651,0
LowValue,4266.587188004267,8.358803885158022,3,0,2,1,1,0,0.465481138472399,0.0,0
HighValue,5407.8580899091585,8.59579327560734,4,1,39,0,0,1,0.266579644019282,0.27755401731025464,0
LowValue,4021.9771478015655,8.299777491546273,3,0,86,0,1,0,0.18446275173806947,0.6498338833359444,0
MidValue,4626.913221907646,8.439861337469587,1,0,106,0,1,0,0.03685647361823931,0.16943984327716016,0
HighValue,6305.760472738364,8.74937742793999,1,1,56,0,0,0,0.5181056833478324,0.5831437802595294,0
LowValue,5927.926933897641,8.687598520119481,3,0,99,0,1,0,0.07197884200041967,0.724416354821536,0
HighValue,4226.877850503725,8.34945545596345,4,1,69,0,0,0,0.2559542630544564,0.6489243235070848,0
HighValue,839.7775274621872,6.734327091639173,1,0,61,1,1,0,0.6766547084728963,0.5223331322841096,1
HighValue,3126.4378377288494,8.047969366117588,2,1,30,0,0,0,0.05012836097886415,0.771996691669537,0
LowValue,4853.726295341797,8.487708003305517,3,1,39,0,0,0,0.1280740953072324,0.15611856097011084,0
MidValue,5748.695266624931,8.656902135278292,3,1,108,0,1,0,0.18872258646840465,0.8612469664666769,0
MidValue,3565.1289336248847,8.179235954142113,4,1,32,0,0,0,0.06255271623368282,0.5496694940151545,0
HighValue,5684.539762968865,8.64568134679089,4,1,34,0,1,1,0.11091410212807087,0.10972250066901568,0
MidValue,4318.3213811621545,8.370853581204646,4,0,53,0,0,0,0.34055916748723974,0.33815551383378284,0
MidValue,5633.294395143322,8.636627200380236,3,1,69,0,0,0,0.22471907782885986,0.7280952184996584,0
MidValue,3050.6747975369767,8.023445832840112,3,1,60,0,0,1,0.13668766224625847,0.5560227055899732,0
MidValue,4626.875874652573,8.439853267438025,3,0,29,0,0,0,0.42692484584911916,0.996168077897013,0
MidValue,4661.644141332906,8.447337978505397,1,1,59,0,0,0,0.4476174809337301,0.4591375027182197,0
HighValue,5623.969762183243,8.634970851446305,1,0,15,0,1,0,0.10094617450460651,0.5359077682595308,0
MidValue,3894.37655293029,8.267545629608996,2,1,53,0,0,1,0.4928586169347083,0.8408909535766521,0
HighValue,5259.314400842483,8.567946075968765,4,1,16,0,0,0,0.5379914806249565,1.0120843351532527,0
LowValue,3190.8368748237162,8.068351852885291,4,1,86,1,0,0,0.4036463180238371,0.41241888662706316,0
HighValue,4334.935180113909,8.37469259377202,3,1,94,0,0,0,0.13253871300769693,0.5969993101545767,0
HighValue,1371.221131841121,7.224185970109879,3,1,117,0,0,0,0.020719896272078982,0.6508972594524742,0
LowValue,3953.4979081785505,8.282608920986908,4,0,7,0,0,0,0.5912700545928975,0.4655934048642981,0
MidValue,3323.8717332672463,8.109186375884885,2,0,92,0,0,1,0.6848657970127213,0.5543050104915223,0
HighValue,5675.689724496364,8.644123546841156,3,1,26,0,0,0,0.4750072526494903,0.9010944283157751,0
HighValue,3883.404642645961,8.264725005922337,2,1,56,0,1,0,0.48366269566488423,0.3125536189855515,1
MidValue,5491.685086560304,8.611172501744763,4,1,6,0,0,0,0.5253705816557741,0.38065222550061695,0
HighValue,5420.486366493785,8.598125294197978,2,1,38,0,1,0,0.3291059464882329,0.6484914915952771,0
HighValue,4442.8732605032355,8.399281631114144,3,1,55,0,0,0,0.20152709820992973,0.498269609914323,0
HighValue,5304.980285485553,8.576589819177316,4,1,56,0,1,0,0.3405364235537703,0.9898169560410035,0
MidValue,8211.65668225249,9.013431741119549,2,1,67,1,0,0,0.35520552936090494,0.4813189817698741,0
MidValue,4364.017525566612,8.38137748328663,1,1,73,0,1,0,0.04922075487183511,1.1388408459828976,0
MidValue,3166.745465677504,8.060775404276368,3,1,16,0,1,0,0.13986899548398207,0.7983603288625356,0
MidValue,4081.1398687141527,8.314376607533907,1,1,18,0,0,0,0.2052207419306597,0.14514729602525905,0
LowValue,5401.030674480308,8.59453021269266,1,1,114,0,2,0,0.4662798103504114,0.2524834529489423,0
MidValue,5719.903614571656,8.65188204647264,3,1,64,0,1,1,0.3082980891793,0.4154882250595602,0
MidValue,4772.434731213293,8.470821394193523,1,1,98,0,0,0,0.4793894032153387,0.890313468289474,0
MidValue,4866.335363908756,8.49030191313221,2,1,103,0,1,0,0.12086872649094867,0.3528878589661876,0
MidValue,4782.801510886841,8.472990804570486,2,1,103,0,0,0,0.015037498723377491,0.6822736134025901,0
MidValue,1280.3583820161257,7.155676030150969,4,1,74,0,0,0,0.14371125978688937,0.3895999088427566,0
MidValue,5779.1701580159715,8.66218840033621,3,1,76,1,0,0,0.12144657926053243,0.3562871882973811,0
HighValue,5208.354005487833,8.55821113579073,4,0,83,1,0,1,0.3926380029420835,0.2983471989685287,1
HighValue,5646.723920449589,8.639007897038137,2,0,2,1,0,0,0.08995189634385033,0.5476214117627323,0
MidValue,6444.7791532692445,8.77118080073808,1,0,44,0,1,0,0.103050771734287,0.47234203483248605,0
MidValue,6024.74090822403,8.703795723117722,3,1,108,0,0,0,0.20315863356312183,0.37586207540842254,0
MidValue,6618.408762074548,8.797761334077729,2,1,93,0,0,0,0.08639173205641144,0.0,0
MidValue,5023.810567664077,8.522143034239392,2,1,29,0,0,0,0.1326922707327785,0.0,0
HighValue,4210.330834854979,8.345533989515461,2,1,33,0,1,0,0.04853073113435442,0.32076123395021094,0
MidValue,5870.156835016542,8.677806969217272,3,0,94,0,0,0,0.3794859019650777,0.8501092719641572,0
LowValue,2692.7290748779146,7.898681785795127,1,1,111,0,0,0,0.30012814215622863,0.3923250585636858,0
MidValue,6806.289880476903,8.825749358184943,4,1,52,0,0,0,0.15992251425561277,0.6985971730321048,0
HighValue,4499.806523082493,8.412011887050774,1,0,9,0,0,0,0.11671470288155843,0.9956583332818891,1
MidValue,5581.604385717588,8.62741068227977,4,1,93,1,0,0,0.23452769807242901,0.6563439954309004,0
HighValue,3978.3733662700774,8.288879640221829,4,1,76,0,0,0,0.13608617405809018,0.401708547933717,0
MidValue,5035.45022593887,8.524456792665157,4,1,4,0,0,0,0.46087693016024495,0.31137522396868544,0
HighValue,6230.725914972523,8.737408606315856,4,0,47,0,0,0,0.34208351073459203,0.36415415117551425,0
LowValue,3501.8764715758207,8.161339758966182,4,0,72,0,0,0,0.23317438448347413,0.0560692561767856,0
