age,total_invested,risk_tolerance,months_active,app_sessions_month
29,953594,4,19,23
30,236657,2,5,14
34,17359,1,4,17
32,1065602,2,20,29
18,3010040,4,29,38
30,15079,3,1,13
25,777368,3,20,26
33,80089,2,1,17
55,24601,1,3,13
34,528033,4,11,17
29,1104533,1,12,18
39,163578,5,10,24
35,72412,4,1,25
35,41325,1,1,15
36,261138,5,22,15
48,35625,4,1,14
22,14183,-1,1,12
35,128572,4,14,23
24,157219,4,8,33
36,65134,4,3,21
24,5462,3,1,19
28,247274,1,17,22
29,1530119,2,35,25
39,75683,3,1,20
39,60808,2,6,22
22,39396,3,2,15
32,43700,1,14,27
26,49388,5,3,13
21,159730,1,10,21
30,317002,1,6,19
29,144375,3,6,18
51,965280,3,15,23
35,108141,3,5,15
20,124482,2,14,25
27,20966,4,3,18
40,19449,2,1,16
48,53160,2,4,18
19,28872,4,5,23
18,18472,4,5,16
46,716518,3,13,14
35,127260,2,6,23
25,1163381,1,17,19
36,226719,4,5,8
18,21494,3,2,19
32,28920,1,1,15
34,778935,3,16,12
39,752955,4,1,11
23,10171,1,1,14
32,28036,3,1,16
24,12701,3,4,23
34,156034,4,6,15
24,8907,1,1,16
28,86598,2,5,15
24,64259,2,4,14
37,163047,4,11,19
38,32926,5,14,24
30,663902,3,9,19
32,91257,2,5,16
20,22799,4,1,18
29,136699,2,15,18
31,66444,2,3,19
52,185059,3,3,21
23,957365,1,19,23
43,2720362,3,29,24
39,2116970,3,18,18
34,123806,4,50,32
46,370026,3,16,23
34,592693,4,9,19
35,4401,1,2,12
31,1382214,3,24,28
41,3746046,3,16,22
40,167065,2,2,21
26,147468,4,5,18
21,11689,4,1,14
30,897335,3,24,21
25,23859,3,6,18
31,26111,3,2,17
41,28409,2,2,16
28,667865,-2,31,34
31,116595,3,7,23
32,109502,3,4,12
38,286736,3,5,21
18,5689,2,1,16
27,31872,2,1,14
33,84985,5,7,23
41,167510,4,5,18
28,136694,2,3,23
18,362481,1,6,22
36,44705,2,1,10
26,503983,4,23,28
22,9701,2,2,18
27,9106,5,1,12
30,9918,2,1,11
27,41007,3,1,18
18,1416,5,1,13
39,199912,1,4,22
42,549400,2,10,29
37,5226,3,2,14
22,28921,4,4,10
30,1469834,3,21,24
31,123156,3,2,15
36,86501,3,12,24
37,7702,4,1,30
26,1056,1,1,12
32,623448,2,4,19
35,42019,4,2,10
43,6903060,2,18,18
37,26484,1,1,16
38,262022,4,7,26
32,543963,4,7,23
43,238213,3,1,16
35,364870,3,10,16
25,133719,3,5,18
43,413647,3,10,21
37,133035,2,14,13
28,50590,4,3,21
28,141785,2,5,12
34,350015,-2,2,15
35,11937,3,1,12
33,71587,4,1,13
34,471360,3,26,28
45,592957,3,4,13
40,90102,4,1,16
33,55392,5,1,16
39,129472,4,2,21
23,18118,2,1,18
35,286747,1,3,17
46,344306,3,1,12
30,92808,3,1,10
25,280026,3,8,10
26,353128,3,18,31
23,124179,1,4,13
25,37004,5,14,28
29,90138,3,1,16
20,89682,3,12,19
32,25638,3,1,9
39,6028681,3,14,25
24,39740,4,17,29
44,451881,1,12,22
36,72485,4,13,22
40,30164,2,6,21
26,35208,3,2,10
38,228585,1,8,24
23,263746,3,4,16
39,16038,4,1,18
33,18097,2,5,18
36,309220,2,8,17
22,2223,3,1,18
24,33681,1,7,20
36,96750,2,8,15
24,46994,4,1,14
35,256507,3,4,11
21,255270,3,26,24
38,241520,3,17,25
22,66978,2,4,13
36,11590,4,3,21
37,137081,5,1,17
26,186228,2,1,14
36,130011,1,2,26
34,2117575,2,22,29
27,413168,2,25,35
23,49651,3,13,20
18,7264,3,3,19
34,19069,1,1,9
19,88176,3,7,19
32,50969,3,8,13
29,141197,1,4,16
37,108156,1,9,19
29,4493611,3,10,20
29,31084,4,12,16
37,290017,2,5,16
34,116856,1,12,23
34,46468,4,1,13
35,551984,2,9,23
19,16098,1,2,12
38,17109,4,2,16
36,17902,2,1,9
23,8166,3,1,17
30,1151385,5,38,34
31,23435,3,4,16
30,1977739,4,21,35
34,1003,2,1,15
43,29628,3,1,15
40,66203,3,6,14
21,74659,5,3,20
36,722651,3,8,17
42,29571,3,4,22
35,5841190,2,13,26
40,135901,1,4,11
48,379444,1,6,19
40,14215,3,3,11
33,283695,4,9,24
40,855776,4,8,19
33,102917,1,4,17
32,78880,4,2,18
29,87702,4,7,18
44,168396,4,22,21
25,3801,1,1,15
44,1301813,3,12,24
35,576549,2,6,21
20,229529,3,5,19
34,387451,3,26,20
18,38626,3,7,19
37,1227763,2,14,29
39,15261,1,5,15
27,51734,-2,2,14
32,118725,3,9,22
47,286670,4,20,33
27,449131,4,14,27
23,3489,2,1,17
43,12319,3,3,22
47,219105,3,5,29
32,379720,2,6,17
40,114636,4,1,14
42,82868,-1,2,18
26,3877437,1,11,25
28,1024138,3,10,25
41,1131511,4,14,19
45,1228344,2,21,24
36,291729,5,2,13
24,28101,3,15,27
47,179873,4,8,25
27,71672,3,25,27
29,59094,2,2,9
34,10936,4,2,20
44,11241485,3,9,12
38,225595,3,21,26
35,590792,3,13,16
35,123420,1,10,20
32,44497,2,3,15
36,44812,2,10,15
18,34432,1,12,23
29,5363,1,11,37
33,461828,3,9,12
22,12015,2,1,15
35,1628684,3,8,18
30,22470,3,5,23
46,5096105,3,26,39
44,1231558,4,7,32
28,432087,2,7,10
30,2173748,2,41,38
31,8885,3,1,16
28,184963,3,2,14
33,20631,2,8,19
25,83029,2,3,17
22,18977,3,3,29
36,116657,3,17,18
37,279212,4,6,26
25,48712,3,1,22
39,8726,1,2,11
26,11579,3,1,12
34,13783,2,6,17
38,9464,5,1,13
31,173290,3,15,22
35,122833,3,6,17
27,18921,4,1,20
30,58906,5,2,11
30,368425,3,7,21
26,65978,2,3,17
30,162530,3,5,18
19,772895,3,19,27
28,65148,3,3,20
29,39169,3,3,27
29,890390,3,13,23
30,527869,5,3,15
31,141845,2,1,15
35,8598,-1,1,14
38,198612,1,23,21
26,147235,1,21,33
22,60055,2,2,23
23,127154,2,6,19
28,118125,2,1,15
29,756959,1,8,15
25,26848,2,1,10
21,15218,1,1,16
28,805612,1,13,17
33,286537,3,3,19
36,51745,2,1,20
27,55607,1,14,25
28,70348,2,11,17
24,31650,4,9,24
31,958627,3,19,19
25,352038,3,5,15
36,64407,2,1,17
18,79666,3,1,13
29,354502,3,3,11
34,6401,3,1,18
33,260053,3,6,18
53,67761,2,1,4
34,122011,3,4,17
23,12336,4,1,20
31,339644,2,3,24
18,52635,4,8,20
31,8640,3,3,20
25,81950,5,3,11
39,556247,2,37,33
27,1239036,1,10,17
31,179972,2,5,12
26,110925,1,6,22
45,147392,2,7,17
29,15574,2,1,10
46,381447,-1,1,12
38,479832,2,8,14
35,3695,4,3,25
34,24859,2,1,16
35,25921,4,2,18
18,7059,2,1,16
29,59638,4,19,20
38,68117,2,1,16
31,10153,1,1,11
20,417674,1,7,14
31,134650,4,5,17
45,135845,3,6,22
41,4401,2,4,19
31,867051,3,5,17
39,682674,2,12,22
29,11680,4,1,15
18,36648,3,4,14
24,3406761,3,25,25
44,7436,1,1,15
29,25700,3,2,11
30,39623,2,1,13
29,76034,3,1,8
47,30854,2,2,14
45,16561,3,1,13
49,35191,2,1,15
30,118420,5,3,20
34,51704,4,1,13
19,42242,2,11,16
43,367325,3,12,19
22,9539,3,4,23
33,1271350,4,33,35
23,298812,3,9,14
27,132428,2,10,20
25,168071,2,1,11
27,558071,1,14,25
27,803630,3,23,24
27,53772,4,2,21
38,178272,3,9,19
23,126537,4,10,16
33,27392,1,2,14
41,728474,4,5,18
27,7381,1,1,15
26,10633,4,1,15
30,17125,2,1,16
41,442059,1,6,19
33,544050,5,7,23
27,157730,3,19,18
35,174342,3,6,16
23,30360,2,2,20
37,14538,2,1,23
35,192018,3,17,21
29,519608,3,5,23
25,3246762,3,10,19
24,29356,3,1,19
36,33779,3,5,16
41,51647,4,3,21
26,2670,5,1,20
35,139937,4,11,22
18,28265,2,5,16
27,36367,2,3,12
31,200343,3,13,27
24,66969,5,4,16
24,15335,3,1,13
26,763834,1,23,27
34,10127,4,2,15
30,306265,3,14,25
18,210357,2,13,12
18,42481,3,1,20
27,73950,2,5,15
35,54541,3,1,14
18,16294,2,3,14
28,405829,3,10,18
27,77042,2,2,10
43,97956,2,1,14
28,42038,1,5,17
35,42031,3,6,16
33,70258,3,9,20
18,233332,2,11,18
38,4377381,1,9,33
33,762142,1,14,17
36,14660,2,2,23
63,627298,3,6,20
18,12888,4,3,9
45,342016,2,26,30
29,100153,2,4,15
34,1021199,4,25,33
31,158648,3,11,23
28,97220,3,10,17
27,475707,2,5,18
34,42476,4,4,12
19,450602,3,5,20
38,7827,4,2,12
28,155419,3,18,26
22,36737,4,12,17
28,176423,1,12,28
42,57632,3,4,13
27,82681,1,1,14
34,1153168,4,9,14
26,57101,5,3,23
38,555067,2,16,24
37,300759,3,12,14
46,152373,2,1,23
30,108266,3,7,26
37,306553,2,9,21
32,714439,4,6,21
42,442938,1,5,15
26,71340,3,2,18
37,38433,1,2,16
30,151747,5,11,18
31,13360,1,1,14
32,692185,4,12,19
34,272628,3,5,21
31,51839,4,22,23
33,151530,1,47,40
44,85132,2,8,17
39,81747,1,4,17
38,700036,2,5,20
28,14285,3,1,18
24,9050,5,1,14
39,330234,2,6,15
39,101502,2,13,18
43,230614,3,2,16
27,60044,1,4,16
30,1299931,3,6,19
18,108869,1,19,21
28,4446,4,1,15
39,10547,3,2,19
28,337897,4,20,25
37,598327,-1,1,15
30,525645,4,8,18
34,147559,2,8,20
22,26961,4,3,13
32,339127,3,5,16
18,362463,2,15,12
30,12364,4,1,13
18,72430,3,2,10
41,11315,4,5,20
38,47272,3,4,12
35,47554,1,6,19
44,828229,4,20,21
24,106236,1,19,24
45,36416,1,2,10
39,5383,2,2,22
30,101718,3,1,18
41,248300,3,21,20
23,37823,2,4,20
25,502082,3,4,19
27,632619,1,12,18
27,8702,3,5,22
23,140589,2,1,11
41,963257,3,4,17
29,1205410,5,7,15
34,594562,4,10,23
27,42654,4,8,16
18,6284,4,1,19
34,7033,3,2,12
18,47164,4,10,20
31,28124,2,16,16
21,3141,3,1,14
47,24348,2,1,24
39,187621,1,8,18
32,44549,2,6,20
42,14106,2,1,23
25,967331,3,6,23
36,12969559,2,29,27
33,108688,2,7,15
34,199565,1,4,11
42,102028,3,14,25
37,83741,4,1,27
34,45163,3,4,21
18,51119,4,6,14
24,1840698,3,5,11
31,104780,1,20,28
32,1404,3,2,17
22,64406,3,1,12
51,325935,4,19,26
44,18424,3,1,17
36,2652243,2,3,18
32,480385,3,6,24
30,720894,4,29,39
24,68419,1,6,18
32,182117,3,4,15
34,17500,4,7,23
22,301453,2,28,29
34,414464,5,13,24
30,34453,4,1,12
18,219151,-1,13,10
25,203112,2,14,25
28,724465,-2,9,14
47,44094,4,8,15
36,76416,4,4,28
21,85940,5,8,17
35,898036,1,10,20
19,3843,1,1,18
40,90175,3,2,13
28,49710,4,1,14
31,10319,3,14,27
42,277273,4,9,21
21,13176,2,4,25
20,396320,3,13,24
27,111009,2,10,17
40,2630687,-1,19,24
19,5366,3,1,13
18,13230,2,5,20
28,1265994,4,9,13
36,9366,2,1,13
41,292599,2,3,16
28,186931,2,4,20
28,103198,2,12,30
41,40251,3,5,24
18,443707,1,5,26
28,48616,1,4,16
33,26400,3,2,20
35,894099,3,20,27
27,133790,3,3,19
32,137265,4,6,10
18,8874,3,1,15
26,368011,2,4,20
35,3036623,4,18,40
24,745021,1,43,42
32,20090,3,3,23
35,8379,3,1,15
29,26184,2,3,19
33,19540,1,3,20
24,28329,2,8,22
30,1530555,4,5,17
36,691022,4,11,25
33,32001,2,9,25
27,51292,3,2,16
33,46889,1,12,20
37,1202994,2,15,27
18,13492,3,7,28
41,1032739,2,21,27
29,35241,1,12,22
35,141976,4,7,19
41,2132419,2,18,21
21,13137,4,7,19
26,83656,3,5,23
29,169924,3,3,15
25,197815,2,17,20
45,14504,3,1,10
25,120858,3,5,17
27,19218,1,6,23
33,1220293,4,6,22
22,23160,2,8,25
28,672149,4,5,18
34,83688,3,2,15
29,419409,2,15,21
31,553527,2,8,22
27,973952,1,15,28
19,15114,2,2,18
34,189137,-1,8,17
46,58395,2,10,18
32,55914,4,3,13
33,255248,1,13,27
37,69069,3,1,12
21,298582,2,7,16
45,34079,3,7,25
33,81496,2,6,23
45,105400,5,7,21
26,4151,3,1,13
46,132024,2,9,15
38,60092,3,3,17
36,872811,2,4,12
33,38237,4,3,17
30,34405,3,5,14
41,136376,1,7,18
33,279858,2,14,27
18,723749,3,5,17
23,36055,2,3,19
30,17639,3,5,18
34,54649,3,9,26
31,50139,3,3,16
41,440168,3,4,19
18,1413839,4,6,20
33,9679,4,2,16
18,23652,2,1,21
38,9686,4,1,13
31,13606,5,3,17
35,4097,-1,1,22
25,93740,1,7,18
42,6937,2,1,18
40,1566567,1,3,19
36,15360,3,2,18
30,458048,2,7,14
36,181277,2,15,19
26,2333355,2,8,20
38,120169,2,6,15
45,582409,3,8,18
40,16399,3,1,13
26,64551,1,1,18
34,59784,5,1,15
21,16922,1,1,17
36,7297,5,2,15
35,90236,2,6,26
18,9047,4,1,15
22,794428,4,21,31
29,302707,3,15,16
29,93028,4,28,41
22,14476,3,1,14
35,1887983,4,15,19
34,46949,3,13,31
30,4185840,2,18,29
25,855046,-2,6,14
40,187617,1,12,21
45,10467,2,1,23
28,94347,5,1,25
27,5154,3,1,18
35,227203,3,19,23
29,6878,2,1,18
30,33570,3,1,14
37,2436887,3,21,21
18,52271,4,1,10
42,723821,2,16,27
32,209800,5,12,19
28,7492,2,1,15
31,1530,3,1,12
31,142438,2,6,16
18,375857,2,46,47
43,264012,3,16,30
32,50647,2,2,14
35,54855,1,3,13
39,1003345,4,3,14
23,1667983,2,10,20
35,437640,3,3,19
29,114931,3,1,16
38,1830429,3,10,17
18,25960,2,4,14
31,11477,1,1,18
27,424453,3,12,27
35,144966,3,7,17
35,19137,4,5,11
26,152266,-1,8,27
26,10179,4,5,21
31,251646,3,8,23
24,161647,5,16,16
38,211710,3,7,18
29,201264,3,8,19
18,91672,2,7,20
29,16758,2,6,17
23,3204,2,1,14
18,34661,1,3,12
22,122941,2,9,27
32,209082,2,4,16
42,161873,1,4,10
34,347017,1,11,15
27,40471,3,1,10
35,80084,2,9,27
28,269473,2,5,18
26,48357,5,3,9
22,1678354,1,3,16
18,3419,1,1,14
28,52108,4,3,22
33,54693,2,3,12
31,21061,3,4,18
28,509704,4,8,10
24,63767,3,4,19
36,9202,4,12,29
21,614097,3,8,20
38,15535,3,1,16
23,11756,4,2,12
25,15018,2,1,17
20,395939,2,23,26
27,72447,4,17,26
39,256700,4,1,20
36,12069,2,6,12
39,142470,3,25,20
36,53938,2,10,15
23,570510,1,5,19
29,30758,3,2,22
25,71151,3,2,21
42,188717,3,10,24
22,494961,-1,12,20
39,157577,2,6,20
39,36130,4,1,14
46,1312232,3,21,22
28,474904,3,14,23
37,13797,3,1,15
50,29084,2,1,9
27,2914801,2,6,22
19,78794,3,2,18
18,15999,3,2,12
37,3861,1,1,8
18,763278,3,24,26
29,1329140,1,14,15
35,48512,2,1,18
33,489270,4,16,29
35,7184538,2,9,16
33,55826,2,3,13
42,2834163,3,16,23
24,151699,2,7,18
26,341569,4,15,17
25,355851,3,5,10
38,113726,4,5,14
39,75301,1,2,23
35,174341,4,3,22
41,129705,1,6,17
22,799030,4,23,29
45,308243,5,7,22
44,127652,4,1,13
37,16006,4,1,9
46,45362,3,15,20
18,41329,4,3,19
27,32216,1,3,14
26,763236,1,12,24
37,66766,2,23,23
23,140546,3,11,15
38,130157,2,1,16
42,197063,4,3,14
37,170376,2,11,29
34,317151,4,18,31
24,584272,2,52,34
25,468770,1,5,18
41,528914,3,13,27
38,32801,1,1,17
31,12886,4,2,13
28,64587,4,3,12
18,245855,2,29,26
23,13775,4,1,16
47,8681,4,2,18
21,283141,2,21,34
33,15892,4,2,11
40,247225,1,2,23
21,47553,4,10,24
33,167724,3,10,28
39,187055,2,5,14
32,355828,3,23,28
54,565607,2,1,17
18,1934521,4,19,26
40,224589,2,11,16
30,155538,1,3,22
38,25661,1,13,18
35,146149,2,1,16
26,36966,3,1,8
33,512934,3,21,28
18,26292,-2,1,9
36,45656,3,1,16
34,60674,3,3,17
37,52601,3,1,19
40,1408011,3,15,20
34,690448,4,20,35
33,49233,1,5,16
24,76137,4,4,16
26,630289,2,6,22
41,136637,2,2,27
43,6604,4,2,10
30,40437,3,1,20
32,183956,1,4,18
24,188663,2,7,19
41,582494,4,21,33
37,171192,3,10,19
47,25817,2,10,17
24,11587,2,2,15
28,965856,3,17,22
33,194447,5,23,30
37,621002,1,21,16
30,126237,2,1,9
25,517580,3,7,20
39,66173,2,8,21
37,225373,5,2,15
24,142120,3,39,32
42,92574,3,2,11
41,30123,2,1,11
33,529848,4,5,17
32,126373,3,3,14
36,99422,3,20,25
25,65585,2,4,16
32,2026216,1,4,16
18,51531,3,7,13
39,68241,2,1,20
19,19457,3,11,27
44,135859,5,11,26
29,124241,3,5,19
30,92207,1,24,18
26,154671,3,6,20
29,75399,2,9,26
43,231363,4,20,20
18,22241,2,8,18
42,833721,4,4,16
34,59679,1,1,9
22,67073,5,10,23
23,1757976,2,26,28
45,541316,4,5,15
24,12656,3,3,21
22,421517,2,5,28
41,892564,5,10,22
34,74070,4,1,14
24,201971,3,17,16
33,137676,4,17,15
23,15737,4,6,22
40,18215,2,1,12
40,137205,4,8,22
36,14182,2,1,12
34,125990,4,5,13
46,320046,3,1,12
31,155240,3,7,19
22,37726,3,3,24
35,63233,3,14,22
48,4637296,2,12,22
23,350476,4,51,51
29,17126,4,2,16
35,30726,3,1,16
31,71664,2,4,22
24,47891,3,1,18
40,47453,3,1,11
50,253978,1,7,22
33,653423,4,7,14
24,161168,4,1,14
19,24152,4,4,10
34,508166,3,6,16
40,40847,2,2,18
35,471054,3,16,27
31,31656,4,1,15
27,50657,2,2,14
23,7914,2,1,16
38,43463,1,1,12
39,34060,1,16,32
19,11188,3,2,14
44,898876,3,10,18
36,122165,4,4,17
43,876393,3,8,23
21,645337,3,21,28
21,56505,2,14,15
30,14377,2,1,19
36,886315,1,14,17
46,141253,3,4,9
37,45608,1,3,15
30,191956,4,8,23
23,391486,3,23,31
41,8155,5,1,16
24,38028,1,11,15
45,53227,2,1,18
29,42171,1,3,15
44,1276894,-2,16,19
37,117514,3,6,24
30,4136,5,1,19
27,61291,2,5,14
29,1975197,2,12,18
35,71328,3,6,21
32,86827,2,1,17
27,163271,4,4,14
30,123476,3,20,21
32,1213922,3,8,16
18,99034,2,10,19
35,49800,2,12,13
24,10816,4,1,14
22,93690,4,6,20
18,147484,4,3,9
18,5890,2,1,15
21,464121,4,1,12
26,51965,2,12,20
47,83368,2,1,15
27,3743,2,2,14
33,34482,3,2,10
35,31075,1,1,12
33,27832,2,4,18
31,1772531,2,11,36
22,22457,4,1,19
43,27322,3,1,14
46,221686,2,10,19
18,22898,2,7,30
23,897823,5,10,19
29,225442,3,2,19
24,271316,3,13,19
36,277794,5,5,17
26,7927,3,7,23
49,77525,2,1,13
41,23669,2,1,11
33,1505423,1,11,20
40,131153,1,2,21
40,67180,-2,1,10
27,39818,3,7,21
25,53014,3,6,16
32,2771805,3,7,25
38,37684,3,7,17
33,35720,1,5,17
19,70217,2,5,14
25,703639,4,20,24
31,104615,1,6,23
31,293224,3,7,25
47,157442,3,2,13
20,313099,-1,16,22
36,14491,1,1,10
43,155782,2,6,6
50,66066,1,3,20
28,18242,2,7,19
35,114793,3,3,14
36,835596,3,10,10
33,16626,2,1,17
31,1760,4,4,21
35,234993,4,14,26
18,39532,1,2,18
37,3560,3,1,16
33,460990,2,5,12
30,351577,3,30,37
48,39108,2,1,10
26,5854,3,1,14
28,11945,3,7,22
47,447252,2,2,20
25,354908,3,4,10
27,404636,2,14,14
30,79335,2,1,17
38,731225,3,10,20
33,517470,4,5,18
21,54098,3,18,24
27,2925325,4,28,26
27,469321,3,5,15
31,294683,4,7,21
35,141560,4,10,17
35,9213,4,3,16
18,52629,4,2,20
40,5236502,2,26,28
34,26488,2,4,17
43,135716,3,1,16
35,318050,4,14,29
40,117449,1,7,14
35,8133,2,1,22
42,13511,2,1,11
36,115896,4,2,12
31,1765931,3,21,28
50,1114801,3,21,30
39,29241,2,2,16
36,99305,3,14,22
21,57436,1,4,9
21,137677,2,8,12
34,128842,4,3,17
33,68012,3,5,17
27,9350,3,2,17
33,24203,4,1,21
44,40692,3,1,19
37,57914,2,2,17
22,645140,4,29,31
31,1334222,2,26,28
25,4876988,4,14,26
28,26489,3,2,16
28,215651,3,4,19
28,63313,1,4,15
21,8425,3,3,15
30,27530,2,1,16
27,37537,4,6,12
18,72292,1,1,20
48,199969,3,12,22
40,161839,3,9,15
28,145280,4,3,20
32,207229,4,8,20
22,39484,3,2,16
45,53254,2,2,20
47,31013,2,3,24
33,101388,3,12,19
40,5947,4,1,18
33,102518,2,6,14
21,20080,2,1,19
28,100241,2,2,17
33,262974,3,2,17
28,916205,1,8,8
30,158606,3,5,12
31,185079,3,10,12
31,78368,4,1,19
32,8623,3,1,14
23,14586,2,9,21
26,13317,3,1,22
21,7716,4,2,13
39,28258,4,2,12
18,96156,2,10,29
41,436360,1,7,19
43,13470,5,1,16
29,611238,3,7,17
18,28617,4,9,21
29,50753,4,3,11
31,26761,3,2,13
23,158310,4,9,17
27,851359,1,7,11
44,55054,2,1,9
37,182828,2,8,22
24,229218,1,5,14
19,403344,2,11,21
29,36835,3,1,15
30,84916,3,2,30
35,347629,3,6,23
27,18543,3,5,23
36,13128,2,3,15
47,523545,4,10,19
38,169137,1,6,14
31,212301,1,9,20
30,31362,2,1,19
29,214868,3,10,23
41,186826,2,4,16
26,10306,4,1,10
32,9729,2,2,20
32,87516,5,1,20
27,21881,3,4,12
21,30210,4,3,14
34,474435,3,35,41
31,1273541,3,16,26
36,223553,5,13,17
27,201115,1,5,13
41,991251,3,13,15
24,63361,1,2,11
45,809053,5,6,22
18,14270,3,3,13
35,5435,1,1,20
35,6783,2,1,20
25,132691,4,6,16
35,48965,1,1,19
42,189056,2,10,26
18,201758,-1,20,25
36,152664,5,1,16
18,43460,2,5,16
24,380132,4,10,23
45,23422,2,2,18
27,1490152,1,20,28
22,1445490,4,17,25
30,4976,3,1,11
48,29251,3,1,14
18,31904,3,29,40
23,982096,3,25,29
43,1555609,3,4,16
46,2435,2,1,19
31,33676,3,7,17
22,32596,4,2,18
48,573814,4,22,19
44,195450,3,12,22
37,33143,2,8,16
25,39312,1,2,14
31,696212,4,9,22
30,406120,2,2,21
34,96012,-2,1,14
43,42092,4,5,25
39,164305,4,5,15
23,149232,3,11,22
43,233511,3,16,23
34,101991,2,3,23
37,310103,4,4,18
43,588562,5,5,20
23,209498,4,3,16
31,93866,3,10,22
27,46509,1,5,28
19,134196,3,19,27
34,277459,3,8,23
52,12318,2,1,14
18,18444,1,1,14
31,153703,4,3,15
37,413532,4,3,16
32,18166,2,4,18
31,25894,5,1,16
21,118922,1,30,29
33,38912,4,1,19
25,14059,3,8,18
18,4620,3,1,21
41,138959,5,4,16
39,136988,3,2,20
32,65673,4,3,24
33,74616,2,5,23
40,295668,1,7,25
33,1295092,2,7,16
39,1665456,5,7,10
29,37473,3,14,32
42,1636222,4,17,30
34,367991,3,10,23
33,673278,2,1,9
21,199622,1,26,29
34,399871,3,23,29
25,34770,4,9,21
26,20742,1,5,20
25,63532,3,2,15
23,187694,4,11,20
48,612814,1,16,24
42,298532,3,8,17
47,70344,3,7,15
22,14949,1,1,17
32,24954,3,3,21
21,57481,3,10,18
26,12454,3,1,13
24,135117,1,8,21
41,688320,1,11,25
28,207639,4,3,14
40,129570,3,1,14
36,107892,3,13,21
50,25215,4,1,12
20,20738,3,3,9
42,1111408,2,9,15
41,94845,3,13,20
24,1199686,3,15,22
40,685970,3,6,18
34,54744,2,5,16
30,568576,4,15,18
25,167594,3,6,11
26,109360,3,6,21
48,94661,4,4,14
32,67029,1,3,10
38,1190473,4,5,15
25,22915,2,3,14
25,102263,2,3,19
40,1252270,1,40,28
21,42652,3,3,22
28,43935,2,2,18
32,13151,2,3,17
32,915413,2,7,12
30,984451,1,19,26
35,142175,1,12,23
37,162359,2,14,23
37,1035813,1,15,21
24,168097,1,20,32
29,11981,5,2,17
41,150031,3,4,7
39,247281,4,3,17
21,172556,2,3,25
34,147219,4,8,17
18,10628,3,4,16
32,245253,2,7,19
47,162259,3,3,28
24,48873,1,2,19
25,699032,3,3,12
38,369886,2,13,20
19,6035,3,7,23
26,593054,3,29,30
36,805278,4,14,28
26,159086,1,5,19
30,43144,3,2,11
37,176856,1,8,22
35,18151,4,10,21
34,147787,3,4,18
29,17762,4,2,14
34,215783,1,6,23
31,96169,3,2,22
35,3901841,3,22,25
28,59302,3,7,12
30,8466,5,2,19
24,13391,1,1,12
31,55154,3,10,31
25,44567,1,9,20
23,264255,3,7,22
34,334584,4,7,22
33,995305,3,7,13
38,59779,4,3,14
28,71884,3,22,24
35,50554,4,5,17
36,45586,4,1,10
35,25650,3,3,17
25,52084,3,1,15
33,13034,3,3,15
34,76453,4,7,16
32,211178,3,1,15
18,105275,1,16,33
33,69147,3,7,19
49,48515,3,2,15
29,36227,1,2,15
26,1426748,2,5,17
34,95186,2,2,26
34,19688,3,1,17
41,18843,3,1,12
21,3545,1,3,15
37,47170,3,1,21
36,10880,1,1,26
30,111139,2,15,13
34,5038,1,2,17
40,193680,3,5,19
38,204756,1,1,16
22,7114,5,1,19
38,105254,3,10,23
31,26019,4,1,13
32,37031,3,1,18
32,1942715,4,7,18
30,13414,4,1,13
41,25172,2,4,23
31,41043,1,2,17
23,101156,3,3,12
28,13090,3,1,10
33,1717156,-1,26,29
41,1741717,4,5,25
36,78286,3,6,17
25,93596,3,8,14
51,51874,3,12,22
34,619414,2,7,19
42,126428,4,11,15
30,155505,4,4,16
36,55434,4,3,19
38,4125648,1,13,29
41,76385,2,16,16
40,113757,-2,1,11
38,591657,3,6,13
29,564349,2,9,17
27,5233,3,1,9
34,1059251,4,21,36
39,77630,4,5,21
30,17794,3,8,16
40,259513,3,1,12
43,17613,1,2,13
24,118296,3,1,12
25,12293,3,2,14
30,433392,2,5,17
34,66546,3,14,24
27,51738,2,6,21
42,63389,3,2,13
35,22606,1,1,17
32,49332,4,7,19
20,1345,2,4,11
21,159471,3,33,32
34,1112535,2,12,11
18,64980,4,13,17
40,8010,5,1,20
30,85794,2,12,24
57,34263,2,1,11
50,79868,3,7,23
30,230666,5,4,15
31,193169,4,6,19
39,42381,5,1,21
45,230422,4,4,11
18,2668,3,1,17
18,2669,2,1,23
27,500740,4,8,19
36,2872688,3,24,27
35,557439,3,12,25
40,75804,3,5,22
22,16673,5,1,13
18,4358,1,1,15
38,67041,4,1,17
25,73476,4,29,34
18,3786,1,4,15
33,25253,5,14,19
38,22932,3,9,25
31,713520,3,7,20
28,788338,3,23,23
30,9493,2,2,15
29,117417,3,4,14
21,1238683,4,16,21
26,291608,3,6,24
36,842991,3,2,18
34,23249,2,1,10
33,100226,2,11,19
24,5465,3,1,22
30,521248,1,19,29
18,20499,3,1,15
33,315367,2,7,18
43,60724,3,7,19
20,542027,3,6,15
27,251520,1,5,24
34,261820,3,15,31
42,106281,3,8,15
28,176851,2,12,13
26,47026,2,1,11
18,10454,4,1,16
32,6068,1,1,19
48,18734,5,1,21
34,201100,2,8,23
31,855720,2,5,18
34,54684,2,11,26
31,43757,4,1,17
25,28668,4,3,17
38,258634,3,17,25
33,1775840,4,21,30
32,146981,3,20,32
24,86870,4,13,18
42,1045865,1,9,15
37,1010762,3,19,28
27,120308,4,10,26
40,114693,3,24,31
